,Cover_Type
382558,1
72285,1
186976,2
257088,2
53064,2
473349,7
302434,2
262001,2
272967,1
198813,2
434343,1
246956,2
193402,2
344284,2
534661,1
67908,2
62336,2
295568,6
451915,1
304457,2
62137,2
507562,1
219550,3
370332,2
318517,5
413382,1
546006,1
238993,2
147243,2
476712,2
445622,2
89769,1
348108,2
120782,1
457859,2
30138,2
174271,2
542829,1
245776,2
536840,2
255626,3
300255,1
257536,2
192220,1
109380,2
227768,7
242905,2
500536,2
106197,2
82958,1
436978,2
148332,1
270325,1
139694,2
361364,2
503413,2
303452,1
263856,2
551117,1
25189,2
511072,1
255691,1
92749,2
129195,2
62887,1
60318,2
456894,2
478596,1
388386,1
449234,1
146257,2
552905,2
496048,1
82708,2
568603,3
203234,5
514958,2
439122,2
444369,2
536884,1
298061,2
278724,2
219390,5
12500,4
486049,1
7128,7
115855,2
217156,2
468321,2
195000,5
276599,3
167289,2
24801,2
263491,2
456871,1
78809,2
573642,3
287314,2
38336,2
97484,1
550800,2
277611,2
88849,1
50285,2
392303,1
557247,2
108363,2
193675,1
247376,2
92956,2
183478,1
232018,3
348859,1
491925,1
370223,1
363643,1
105008,2
416289,1
561059,1
194946,1
80851,2
47676,2
424451,1
208263,1
56624,2
240816,5
196460,2
537602,7
561370,2
273517,2
451194,1
374280,2
335478,1
46350,1
78759,2
103509,2
8174,6
145812,2
174123,1
282002,6
315538,1
107059,2
332495,3
231963,2
369660,1
166323,2
383282,1
363863,2
415679,1
239226,3
558425,2
453299,2
84934,2
224315,2
154582,2
358256,1
313252,2
394219,1
212418,1
452376,1
372417,1
57327,1
332777,2
272818,6
329823,1
452267,2
150152,1
395493,1
20659,2
256237,7
26436,1
343076,1
575631,3
40636,2
564879,2
353493,2
32384,2
302761,3
114627,2
538275,2
455295,2
495638,2
260822,1
139506,2
317894,2
146546,2
131774,2
369972,6
304281,6
215591,2
185238,2
166463,2
23303,2
151648,2
364285,2
574473,6
494050,1
364546,1
491189,2
518899,2
457405,2
502198,2
170439,2
342692,2
380697,2
219510,2
403926,1
437801,1
521739,1
168241,2
216609,2
149778,1
104263,2
184891,2
141550,2
255376,2
312760,2
543105,1
226129,2
516696,1
486625,1
426498,1
426781,2
457838,1
117155,1
579970,6
30397,1
228955,2
211109,2
532765,1
279531,4
138931,2
142193,2
29737,2
121901,2
358862,1
111745,2
288431,2
481738,7
167113,1
305884,1
110641,1
50912,2
156220,1
500308,1
42475,2
177952,2
482839,2
293342,2
211266,1
318613,2
410477,1
495781,1
258384,3
394271,2
190581,1
510015,2
366679,3
216836,2
558862,1
312331,2
373083,2
544995,7
31278,2
204007,1
246995,2
395866,1
396252,2
528018,1
205392,1
566297,2
405534,2
382016,1
130994,2
224715,2
49617,2
344599,2
70370,1
296552,1
131181,2
393284,2
6688,5
408493,2
445154,1
140404,2
272385,1
66113,1
463362,2
127770,1
72873,2
112996,2
157167,2
346339,2
121610,2
194043,2
562150,2
279980,2
391317,1
344842,2
405776,1
340789,5
366923,2
254354,3
17629,2
182687,1
353055,3
362849,1
19775,1
135108,2
87156,2
497914,2
63594,2
267335,1
119152,2
193135,1
90726,2
492111,2
298701,1
223867,2
456578,7
149562,2
422670,1
456378,2
536979,1
177229,2
322172,1
113480,2
334989,2
259189,1
214142,2
17724,2
48843,2
150707,1
324289,1
224770,2
9970,7
444272,1
3467,4
2014,3
387700,5
157359,2
443582,1
172955,5
135072,2
421461,1
532593,2
408509,1
249488,7
395304,2
50153,1
457459,1
23811,2
179633,2
62163,2
388228,2
304326,1
192566,2
151271,2
489961,2
393530,1
91906,2
449480,1
578488,3
283506,3
219522,2
370404,2
41328,2
298198,6
235408,2
392177,3
277790,3
117523,2
95901,2
3056,4
519769,1
565999,2
268156,3
434866,1
268819,1
372551,2
16513,2
571339,2
351280,1
437880,1
213363,1
168596,2
231727,5
137588,2
17575,2
246049,3
112390,1
436937,1
218062,1
46622,2
2433,5
79983,1
223056,1
266451,1
461775,1
27711,2
176369,2
171304,2
304822,1
419952,1
42760,2
332909,1
149320,2
8944,7
166114,1
318054,2
148701,2
154801,2
123573,2
448189,1
94594,2
199563,2
305406,1
518780,1
141883,1
348441,2
292273,7
390465,1
17136,2
361047,1
382735,7
265610,1
210287,1
259327,2
23543,2
482248,2
401257,2
569910,2
504351,2
144294,1
473871,2
227049,2
469308,2
233289,2
436918,1
56766,2
575252,3
130893,2
482392,2
551487,1
345623,1
416788,1
401477,2
10352,1
482681,2
489995,2
504414,1
172650,2
174302,2
160721,2
492636,1
506308,1
572488,3
96174,2
226455,2
205473,2
236967,1
557349,2
356617,2
550503,1
253286,1
561259,2
412019,1
12507,4
337685,1
546466,2
525950,1
110263,1
67496,1
400984,2
89231,2
487433,1
39219,2
66614,2
500342,1
551630,1
86898,2
537758,1
349073,1
314990,1
533514,1
253141,3
453916,7
467393,2
188127,2
69814,2
227841,2
223607,2
77870,2
391634,1
110756,2
302019,2
97030,2
268619,3
326579,2
398608,1
142275,2
465627,7
201341,2
101792,2
576205,3
553773,1
211393,2
323470,1
85189,2
375485,1
418861,2
470867,7
416250,1
162437,2
263139,3
425342,2
10587,2
190631,1
314415,1
376772,7
263745,6
63430,1
138705,2
491405,1
114496,2
279304,2
511317,2
363619,7
465946,2
364102,1
328481,2
502235,2
314964,1
453737,2
338493,1
56639,2
308569,2
475917,1
415060,1
322307,2
322814,1
478481,1
246227,5
533456,1
22130,1
260326,1
106927,1
188380,2
578812,3
408086,2
243743,2
414645,1
114362,2
547381,2
282328,3
180255,1
520642,7
84611,2
33318,2
104812,5
91857,2
423863,1
266455,1
222003,2
332511,3
272655,3
226700,2
167920,2
248722,6
348075,2
177977,1
532974,2
350872,1
101742,1
220755,2
152113,2
373291,3
576580,3
66561,2
388939,2
210082,1
148761,2
450359,2
42474,2
393960,2
35391,1
9749,1
489,1
444130,2
307917,1
349984,3
450850,1
469637,2
375127,6
151364,2
547788,2
297943,2
100624,2
180609,2
201153,1
350245,2
543983,1
576836,3
199111,2
502202,1
40277,2
263314,1
180480,1
413034,1
507977,1
431572,2
229842,2
542923,7
437546,1
349992,3
292104,3
235289,2
500403,1
134327,2
75324,2
243875,2
89100,2
339975,2
551218,1
210717,1
378252,2
484547,2
295035,6
375907,1
413055,1
440684,2
556095,1
364405,2
575487,3
321120,1
291374,1
71677,1
572840,3
512786,2
94204,2
107219,1
245332,2
34906,2
294626,3
513381,1
216845,2
32444,2
426286,2
346889,1
55498,2
341736,2
69563,2
292764,1
292485,2
202617,1
122571,1
38486,2
9669,1
160281,1
55835,2
50820,1
285704,2
488387,2
281449,6
403987,1
520660,2
528173,1
562766,2
116970,2
180202,2
187857,1
193127,1
50807,2
208646,1
409551,1
72256,1
344770,1
167256,2
482998,2
468172,1
332985,2
183121,1
426760,2
511102,1
432484,1
355156,1
28567,1
390968,1
46806,2
184543,1
49588,2
356254,1
211252,1
38903,1
268305,1
317071,1
315954,2
145692,1
397691,1
302254,6
362853,1
101990,1
399499,3
378515,7
385305,1
42793,1
110645,2
322486,1
494449,1
482025,7
163638,1
519844,2
75464,2
78529,2
73467,2
101408,1
166784,1
70920,2
442382,1
307042,2
85636,2
523020,2
187923,1
216219,5
484327,1
450595,1
318111,1
29206,2
130699,2
502323,2
228470,2
346471,5
144606,2
33985,2
148913,1
399305,1
457966,2
27102,1
442268,1
471105,2
174267,2
527300,2
309722,3
572831,3
414096,1
451384,1
396942,5
393770,7
238375,1
309714,3
426431,2
138647,2
425570,1
308902,1
350989,1
168620,1
347812,2
484560,1
71776,2
249591,1
361879,7
389044,1
130932,2
533928,1
455123,1
335422,1
193161,2
370263,7
111128,2
415805,2
325302,2
514593,7
539186,1
300587,1
516353,1
566675,2
343620,2
114698,2
241045,6
386889,2
450604,7
339714,1
233959,6
341514,2
72987,2
200259,2
355562,1
515997,1
455682,1
488916,1
439095,1
296174,2
521224,2
452447,1
220451,2
145749,2
231784,2
413414,1
164960,1
393509,1
163140,1
77170,2
501860,2
401338,1
277150,3
170911,1
527784,2
172460,2
314103,2
408721,1
306193,6
26670,2
92155,2
162235,1
301265,2
111163,2
321727,1
331150,1
468439,1
475072,2
347953,1
443848,1
516429,2
232375,2
139263,2
197768,1
522642,1
18410,2
576524,6
294095,6
366672,3
4684,4
381353,2
215627,2
261349,1
166386,1
198027,2
152401,2
288390,1
571150,3
371691,7
537864,7
369480,6
374043,2
193409,1
321965,2
356642,2
441244,2
203883,1
340270,7
69452,2
187205,1
404246,3
299238,2
489352,1
283882,2
110978,1
106852,2
314198,2
391718,2
33812,2
478891,1
550299,1
231344,2
224392,3
350852,2
79937,2
575129,3
276571,3
22346,2
158801,2
129223,1
61214,2
533737,2
129645,2
117019,2
440619,2
111306,1
34648,1
188859,2
561205,1
44846,2
479034,7
58910,2
559436,2
489578,1
74762,2
450553,1
52817,2
532340,1
135503,2
496512,1
415537,1
1154,5
437635,1
202085,1
249308,6
31588,2
51404,2
305948,2
389419,1
311056,1
577379,3
389444,2
459107,1
78310,1
305301,1
28648,2
525476,1
326251,1
496857,7
265525,6
135450,2
548089,2
313811,1
502656,1
502453,7
207777,2
262216,3
425784,2
521912,1
510012,2
419558,2
359134,3
148547,1
76456,2
309477,1
14788,7
444595,1
135449,2
196947,1
31132,1
5933,4
42469,1
400425,1
463341,1
83190,2
270953,2
167635,1
97442,2
193684,2
460554,7
104722,2
552707,2
139220,2
428983,1
286272,2
422814,1
61280,2
357140,2
212425,1
506475,1
62354,2
496211,2
318320,2
428358,2
155730,2
288064,3
360399,3
100940,2
370247,2
272477,2
88277,1
187800,2
156600,2
304332,1
497391,7
521757,1
114183,2
431357,1
80378,1
346869,2
327747,1
225589,2
402623,2
50026,2
557427,1
145927,2
328680,1
308477,1
184221,1
328776,2
463644,1
180667,1
577614,3
319188,2
239127,2
560164,2
487324,2
508266,1
415516,1
320333,1
314107,2
264302,2
233536,1
556625,2
536074,1
361310,1
131140,2
536478,1
394908,2
412884,1
458156,1
448245,1
261091,3
566293,2
379125,2
238212,6
401088,1
545329,1
484071,1
102627,2
216754,2
455838,2
375737,2
550666,1
522146,2
276376,2
18566,2
461380,2
576744,3
25426,2
523367,7
30292,2
567279,2
548714,2
363705,2
189789,2
172215,1
458537,7
549110,2
325443,3
353202,1
228741,1
148626,1
428036,1
270641,3
310274,1
9728,7
379180,1
364935,5
45947,1
309040,2
431220,2
172182,2
296599,2
430759,1
207270,1
292340,1
82348,1
222640,1
261398,2
346625,1
332458,3
390986,1
354030,1
177283,1
543121,7
424000,2
476616,2
329201,2
1478,1
322962,2
197197,1
372316,5
472621,2
25473,2
94371,2
57830,1
421364,2
279382,2
159211,2
20658,2
292029,2
367571,1
22055,2
253700,3
79749,2
74540,2
237488,1
269522,1
200475,2
37590,2
501561,1
217209,1
309335,1
113471,2
338806,2
280149,3
534009,2
213666,1
267282,6
525314,1
437836,1
262309,7
103226,2
172266,2
155555,1
459168,1
380616,2
515364,1
226809,1
285773,3
188316,1
169024,2
11281,6
297559,2
528989,1
439568,1
289818,6
559333,2
548122,1
99545,1
154908,2
360993,3
325414,2
317095,2
463313,1
77763,2
301125,2
79767,1
420777,2
381581,2
320754,1
154187,2
384534,1
429210,2
544572,2
248138,2
51875,1
101731,1
580612,3
139713,2
383143,1
80038,2
31522,1
347597,2
527523,1
448778,2
294502,3
520455,1
116872,1
405048,2
143800,2
265334,2
346710,2
286404,4
410201,1
476548,2
259679,1
120129,2
199691,1
31496,1
448503,7
37627,2
13526,5
135616,2
505353,1
357731,1
110422,2
36594,1
18115,1
83671,2
86874,2
462623,7
424510,2
580106,3
242417,2
90229,2
516736,1
339429,2
175900,1
317928,2
178707,1
361147,2
393887,1
480366,1
376315,2
137677,1
443045,1
52236,1
404234,3
332605,1
75583,2
9138,1
342284,1
460943,2
263585,3
554802,1
238061,2
422027,1
445035,1
260952,2
532449,7
481418,2
135320,2
224317,2
222045,2
495304,7
61094,1
420256,1
436264,1
451884,1
183340,1
282544,6
65579,2
419253,1
358212,1
319900,2
406963,3
15889,2
435023,1
70151,2
479558,7
199378,2
405961,1
478150,1
153606,2
411810,3
165661,2
398858,3
506299,7
210826,2
394736,2
1267,5
141410,2
261016,5
305206,6
239263,3
223697,2
275039,6
356490,1
484758,1
208377,1
268700,3
184684,2
542442,1
197600,1
576116,3
226599,2
409128,1
115147,2
333745,2
458786,1
407303,1
494357,1
229132,3
30463,2
488469,7
540044,7
427204,2
66832,1
258536,3
232291,2
143764,2
464558,1
265489,3
465437,2
431745,1
539978,1
103366,2
565626,2
272342,1
498375,2
194263,1
176922,2
431970,2
143596,2
13343,6
115124,2
392042,2
191867,1
434542,2
200402,2
550065,2
3035,4
448757,1
515827,1
328641,2
181089,1
395011,1
247515,2
432916,1
43289,2
184252,1
306887,1
393802,1
352383,3
7479,6
56071,2
438930,1
139364,2
117441,2
249779,2
246823,5
443871,1
360101,7
548250,1
412075,1
68216,2
374886,1
161473,2
451772,2
234986,3
206057,2
211782,1
172385,2
247094,6
406199,2
8733,6
535668,1
310122,2
403100,1
563154,2
93773,2
556426,2
423895,1
475195,1
23198,2
434328,1
215211,1
189342,1
580955,3
518284,1
373416,1
54342,2
75835,2
463519,1
17690,2
164563,2
219893,6
240048,2
394949,1
407418,1
114417,1
501716,1
509329,1
550317,1
488391,2
369198,1
122310,1
200635,1
357668,7
187341,1
379612,2
409533,1
427915,2
145897,2
197257,1
554607,1
86047,2
300540,6
203899,2
5509,4
298230,3
40101,1
540618,2
188268,1
301037,1
542889,1
451125,1
112787,2
376940,2
28138,2
181699,2
104393,2
436822,1
131892,2
436293,1
176167,2
165532,2
498379,2
172978,1
396836,1
96168,2
191460,1
423792,1
430118,1
370233,1
8808,2
460457,2
228434,2
520420,2
557251,2
20462,1
385802,1
281397,6
495350,1
91760,2
275482,3
44726,1
429402,2
462758,1
98598,1
73785,2
37423,1
436088,1
152576,2
103518,2
543124,7
297442,1
522774,1
96638,1
45484,2
459645,7
380074,7
240881,2
576130,3
378218,2
272481,2
401458,5
195796,1
440112,2
159444,1
137500,2
461974,1
398924,1
294767,2
86430,2
148448,2
3325,3
173912,2
113910,2
63104,2
154081,2
6204,3
126486,2
266936,1
523517,2
138871,2
355490,3
57018,2
444120,2
226288,1
154720,2
134020,2
280571,2
57973,2
52565,1
385249,2
243529,3
196594,2
563872,1
275771,2
121579,2
272484,2
187633,2
90432,2
551529,2
138823,2
89429,1
352042,2
508504,7
178750,2
580836,3
234136,1
532036,7
16348,2
482912,2
314423,2
4266,5
41457,2
9,5
187152,2
240757,5
236910,6
265503,6
208719,2
39451,2
473506,1
152159,2
423614,2
381499,7
156616,2
363407,1
233927,2
126531,1
542210,1
517697,1
195130,1
27724,2
419152,2
415584,1
481477,7
94467,2
43141,2
234440,2
464552,1
140209,2
573028,3
286057,1
230598,3
451295,2
47359,2
496358,1
541921,1
449592,1
19717,2
160521,1
80406,2
40416,2
527428,1
499365,1
532817,1
211616,2
455676,1
414254,1
508785,1
120766,2
184559,2
240720,1
128126,2
468932,2
307576,2
499575,2
527336,2
13005,4
159667,2
446523,2
512219,1
570156,2
91454,2
449662,1
508343,1
194675,2
500011,1
379929,1
14090,6
345365,1
538069,2
278094,1
23704,1
163286,2
238859,1
496501,2
146009,1
102144,2
358337,1
363719,2
191221,1
328670,1
547110,2
152336,2
390845,2
265031,3
18259,2
85856,2
52732,2
464661,1
148804,1
420461,1
466987,1
510610,1
384063,7
73795,2
456787,1
114485,2
478667,2
173539,1
439316,1
576160,6
165435,2
13258,6
184438,2
552205,1
125842,2
376591,2
476233,2
196469,2
140534,2
301724,2
60148,2
257204,2
91042,2
494707,2
524673,1
309064,2
345143,2
366433,7
489266,2
388327,3
223172,2
408419,1
395867,1
189908,1
250452,1
480152,2
429521,1
49911,2
508613,1
256360,2
119135,2
274896,3
116480,1
154277,1
364591,1
544261,1
298457,2
218951,1
468684,1
128966,2
305926,2
375467,7
48486,2
321654,1
214018,7
157545,1
84997,2
358599,3
529851,1
399514,3
526727,1
334839,1
485469,2
403023,5
275003,6
206757,1
408735,1
74513,1
565607,2
414419,1
167636,1
478501,7
560496,2
106301,2
12848,5
77024,2
88873,1
48877,2
312224,1
75613,2
376293,2
26257,2
436204,1
501057,1
258164,2
195596,2
566314,2
556441,2
100100,1
217371,5
534213,1
100611,2
507238,1
379351,1
544955,1
577260,3
116213,2
292938,2
39442,2
325008,2
445822,1
232028,3
226146,6
397037,1
121795,2
157769,1
77154,1
310072,2
229595,6
276871,1
182053,1
318083,2
440895,2
534510,1
260333,1
184638,2
172495,1
141287,2
132785,2
338345,1
420705,2
152532,2
268546,2
61415,2
345613,2
574894,3
476796,2
440480,1
533858,1
261044,5
322879,1
347993,1
331965,1
348756,3
263860,2
233409,6
401209,1
414827,1
15018,3
89761,1
494590,1
166708,2
127997,2
130698,2
410566,2
577735,3
377672,2
430920,1
237599,2
507538,1
145827,2
569822,2
37745,1
188903,1
55562,2
33276,2
471868,2
331169,1
91435,2
234460,6
8519,7
446186,1
335520,1
215241,7
349391,3
65874,2
18562,2
487869,2
144298,1
548926,2
80638,1
170604,2
515346,1
116965,2
110462,2
156010,1
62755,2
200645,1
263746,6
574714,6
100308,1
301820,6
555546,1
445378,1
57066,2
110508,2
401812,1
48954,2
36074,2
30440,2
251202,3
462085,7
429695,2
192096,2
573621,3
142265,2
259825,2
295210,1
569576,2
265450,4
74299,1
169533,1
466991,1
109875,2
534250,1
533868,1
21623,2
324540,2
146974,1
553281,2
85990,2
579285,3
82448,2
243880,1
41680,1
268729,3
524130,1
190548,2
264538,3
437884,1
371817,2
287368,1
551676,2
196946,1
475166,7
459011,1
164765,2
42750,2
50642,2
445079,2
349649,1
380785,7
555709,1
579665,3
449139,7
232622,1
17796,2
433057,1
57294,2
14692,7
166139,2
237823,3
266763,4
360035,2
435940,1
491441,1
6118,4
331407,1
28099,2
190119,2
403009,2
465077,1
134192,2
439957,1
424991,1
132657,2
27819,1
28089,2
540632,2
222329,5
166407,2
128657,2
126576,1
433980,1
21232,1
564202,2
167321,2
5228,4
18876,2
35967,2
437984,2
183015,2
167217,2
495101,1
321985,3
408657,7
518647,1
222734,2
290110,2
417684,1
161622,1
53109,2
114722,1
18854,2
401675,2
131816,1
155705,2
41014,2
290283,6
425487,1
569191,2
238333,6
506770,2
496344,7
382940,2
226854,1
116328,2
390844,2
51698,2
369814,2
397778,1
150121,1
375536,1
476461,7
482111,1
251873,3
189399,1
295052,6
380666,1
167954,2
368038,2
511621,7
270171,4
176696,1
399917,2
539841,2
425313,1
398995,2
30839,2
277906,3
128530,2
92567,2
475533,1
277005,2
2077,6
83078,2
296890,6
127623,1
471286,7
196052,1
301274,2
195995,2
248578,2
91849,2
470212,2
243618,2
321294,2
240504,2
289804,6
435983,1
490115,2
288519,2
511476,1
275215,2
440526,1
493084,1
440251,1
75265,2
214139,2
573638,3
58489,2
536694,1
511153,7
245418,2
349585,2
155340,2
567411,2
4669,6
323501,1
130057,2
268782,1
312840,2
429253,2
256260,1
296610,2
276803,7
490723,2
275092,1
144603,2
76487,2
338165,2
69033,2
214569,1
103327,2
90446,2
5048,3
206983,1
47120,1
390650,1
381137,3
348119,1
145173,2
466241,1
49002,2
577164,6
129090,2
553548,2
238064,2
272920,1
156927,2
452844,1
454218,1
181352,1
314375,1
183030,2
19351,2
316982,1
521711,2
374093,2
139254,2
327946,2
92745,2
469263,2
712,2
280925,1
404006,1
246796,5
351895,1
223533,1
220124,2
233592,1
127,2
383510,2
263144,3
542451,1
548001,2
193795,1
7381,2
231891,1
362308,2
574737,3
130524,2
134629,2
532706,1
572936,6
63495,2
459764,7
519754,1
316523,2
451579,7
548742,2
290522,1
377587,2
546757,2
194054,2
302641,2
71032,1
197433,2
327490,2
475413,2
388079,7
361746,2
480478,1
158748,1
475262,1
143021,2
481053,1
49717,2
125686,2
23227,2
415741,1
401953,2
16086,2
378323,2
580967,3
572444,2
314539,1
49767,1
332938,1
527204,1
72616,2
211171,1
331548,2
409985,1
245708,2
308903,1
459649,7
128410,2
531634,7
70105,2
242712,2
139599,2
184132,1
404509,7
502476,1
209224,1
523899,1
304437,1
536407,1
241081,3
72822,2
129470,1
374724,2
439720,2
238040,2
35986,2
314555,7
327085,1
470940,1
205390,1
84871,2
231600,1
117964,2
361697,2
572066,2
464226,1
379623,2
174046,1
308761,1
117987,2
246865,2
545029,2
45407,2
319509,1
347242,2
295582,7
211865,1
474824,7
234831,1
239261,3
247086,2
534048,1
32908,2
403348,2
336487,1
496381,1
202471,2
424772,1
109347,2
375858,7
501345,7
460039,1
561025,2
516562,1
547889,1
132236,2
163290,2
299629,2
403250,1
451707,2
122377,2
506750,2
352742,1
174444,2
194449,2
78679,1
136264,2
440353,1
40881,1
113579,2
230166,7
65693,2
568143,2
368625,7
170712,2
364741,7
215896,2
56037,1
317517,1
548891,1
580768,3
328081,2
542747,1
443798,1
310878,1
443896,2
545885,1
329269,1
179678,2
576835,3
32147,2
158838,2
216757,2
487224,2
362159,3
485416,2
134196,2
148493,2
401999,2
136,1
499537,1
347104,2
283716,6
514400,2
135161,2
298225,3
345562,2
142883,1
15371,2
63485,2
288693,3
225689,2
73371,1
441429,1
263283,3
250755,1
466006,1
208674,1
247653,3
219856,2
529111,1
190192,1
290359,1
352318,2
512293,2
121984,2
294815,2
453170,1
496025,1
264808,1
242964,3
544256,1
6404,5
244842,2
251290,6
7983,5
49731,2
216037,1
27521,2
548271,1
243869,2
195533,1
472863,1
448351,2
317831,2
185001,1
308554,2
113797,2
77970,2
40966,2
463486,1
329052,1
20149,2
472845,2
515453,2
348723,2
94024,2
319762,2
304337,1
325196,2
535836,2
228959,2
188473,2
161370,1
398051,2
342662,2
286156,2
79803,2
106532,1
451150,1
546999,1
177953,2
459053,7
287470,3
3186,5
579464,6
494766,1
486882,2
183129,1
247119,3
378856,7
153986,2
474569,2
27397,2
146804,2
536921,1
92985,2
241975,6
466900,1
292190,6
456334,2
276117,3
361968,2
496759,2
467060,1
505520,1
555682,2
318411,1
254910,3
171460,1
367204,2
197760,1
555261,2
43494,2
142655,2
116816,2
115905,2
131217,2
82515,2
412751,1
377838,1
381747,3
413212,6
291916,2
14646,1
344741,1
329842,1
26379,2
108332,2
4508,4
270384,1
436899,1
391813,2
508298,1
485012,1
84541,2
13450,6
49585,2
82149,2
144023,2
473685,2
292121,3
558230,1
289935,1
192227,1
391575,1
41601,1
417367,2
248261,3
401112,1
38861,2
516698,1
416509,2
224410,1
518448,2
340192,2
65827,1
105084,2
318847,1
277598,2
86400,1
80813,1
64068,1
188060,1
211917,2
31982,2
55205,2
526692,1
76447,2
398778,2
311749,2
16832,1
172997,1
503041,1
213312,1
424790,1
239121,2
274756,5
516398,2
254263,3
295894,3
353993,7
565348,2
310845,1
98586,1
255335,2
163781,2
471878,2
286794,1
206428,2
543451,2
509226,2
368617,7
39319,1
247527,1
59915,1
578803,3
455897,1
361534,2
42063,1
459789,1
334100,1
101621,2
497622,1
379363,1
314104,2
392240,1
204594,1
185016,1
247177,3
455054,1
440010,2
331368,2
555794,2
127613,1
338398,2
277276,3
387802,2
356047,1
299143,2
440483,1
356207,1
274323,6
169528,1
244404,2
388756,7
10664,6
128649,2
463951,2
434319,1
286291,2
79657,2
317814,2
453125,1
564058,2
118146,2
131533,2
220046,2
327090,1
262724,3
193157,2
274531,1
118746,1
246079,3
307715,1
101926,2
61088,1
134481,2
437724,1
491085,1
330791,1
26938,2
539339,2
249989,3
68600,2
44515,1
355123,2
404712,1
138078,2
168481,2
362117,2
533663,1
561923,2
181925,1
308869,2
546181,2
213500,1
432265,1
577089,3
331493,1
135349,2
220452,2
95874,1
27425,1
35397,1
412009,1
457230,1
324869,1
574159,3
310273,1
37346,1
160625,2
336285,1
195278,2
378216,2
429192,1
112340,2
147022,1
368302,6
569276,2
442446,1
355710,2
469452,1
401340,1
119880,2
1256,5
342944,1
160586,1
241336,2
454370,2
263001,2
75032,2
575712,6
458227,7
34151,2
338936,1
135059,1
21055,2
428694,2
207379,2
189842,1
85607,2
70888,2
121020,1
437708,1
49372,2
281258,3
235591,1
472364,2
29410,2
81949,2
454802,2
340957,1
348454,2
330127,2
493768,2
142928,1
169588,2
132057,2
294805,1
155789,1
156371,2
86192,1
187643,1
560368,1
382288,2
277505,7
514740,1
331556,2
297163,2
240376,2
145659,1
422830,1
437562,1
414128,1
107947,1
382805,7
520020,2
473936,2
149114,1
313645,2
509826,1
527454,1
435841,1
135734,2
402616,2
365862,2
397805,7
504172,1
279077,6
461145,7
267358,1
224607,2
131586,2
416347,2
16706,5
540429,1
469188,2
69900,2
402283,1
161295,2
1667,7
54854,2
507978,1
462055,2
43773,2
424394,1
196927,1
11079,6
191257,1
462049,1
400341,5
167420,2
313378,1
560920,2
415002,1
18374,2
373470,2
414571,3
79706,2
352051,2
253573,1
16860,5
226718,3
2285,6
212762,1
57891,1
133601,2
442171,1
200472,2
25472,2
270042,1
213042,1
548556,2
74876,2
124941,2
194495,1
31567,2
245241,2
398532,2
374592,2
150268,2
2357,3
521894,1
509271,2
140135,2
268529,2
269557,2
207695,1
399008,1
314236,2
319156,1
460695,1
536547,2
514474,2
49571,2
519572,1
545253,2
387149,2
388247,2
84144,2
450766,2
13730,7
546908,2
112714,1
54580,2
257398,7
101383,2
308536,2
30790,2
285745,3
471251,7
348936,1
101567,2
145079,2
223669,2
121602,1
197192,2
360582,1
497782,2
137144,2
377543,2
97752,1
13937,6
235262,2
323278,2
395920,2
450229,2
572082,2
544907,1
470501,1
33581,2
424582,1
481274,2
535271,1
464762,1
352618,2
547852,2
274588,1
248162,2
169680,2
273988,1
427416,2
218638,1
338110,3
406847,1
527969,1
321512,2
105739,2
345586,1
109554,2
532258,1
562705,1
444339,1
455471,7
570017,3
89926,2
384881,2
212861,2
468336,2
280494,1
50220,2
316047,2
552746,7
482682,2
334313,1
478526,2
504129,1
507808,1
496588,1
546005,1
388747,7
138028,2
311699,2
233461,6
192499,1
45737,2
548647,1
397145,2
352633,2
529718,1
103890,2
294355,2
184278,1
528756,2
37773,1
37189,2
343115,1
89134,2
345645,2
176694,1
408773,2
398569,1
457467,1
542515,7
239461,2
476296,2
389371,1
499783,1
132155,2
31950,2
430040,1
396134,3
237676,2
170652,2
548880,1
231935,2
497710,1
577488,6
482989,7
8357,3
504175,1
420545,2
321286,2
136290,2
420828,6
367529,7
295548,3
29502,2
278432,3
440976,2
456414,2
245622,1
456464,1
481031,1
178640,1
183842,2
68637,2
272046,2
488474,7
364764,7
534772,2
148091,2
466643,1
73720,1
14657,7
21734,1
314257,2
478791,2
579213,3
167397,1
72583,1
220628,3
403137,1
333821,2
452952,1
311312,6
71466,2
396445,1
365512,2
103513,2
213757,2
572882,6
387648,2
144844,2
415275,2
378834,7
430769,1
444575,1
194022,1
82812,2
127153,2
4209,5
215756,1
312302,2
291030,2
564282,2
169080,2
238050,1
126302,1
62860,1
373152,2
399919,2
278667,2
367231,3
476526,1
501231,2
171629,2
299804,1
391026,2
296451,6
268082,2
214260,1
234635,1
494177,2
66698,2
26445,2
198451,2
336391,1
333264,1
134568,2
76622,2
142385,2
557015,2
218103,1
357360,3
80978,2
276862,1
115723,2
354093,2
312146,2
116691,2
94349,2
432645,1
540629,2
121732,1
576318,3
502072,2
376479,3
110954,1
481552,1
225425,1
369817,2
352522,1
261079,3
240415,2
107536,1
49975,2
288298,7
438790,1
20803,2
513326,1
574270,6
161544,1
210483,2
359864,1
530591,1
228595,2
88595,2
563435,2
79828,2
257922,3
451652,1
257243,3
31827,2
1666,1
358630,3
274470,6
387649,2
389862,1
311417,1
209875,2
200615,1
498690,1
474367,2
533388,2
158374,2
37005,1
562016,1
565082,2
116350,2
447876,2
42122,2
508658,1
327635,1
367947,2
536615,1
472276,1
